28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:16:34 2020	0.2 mi	276	2 mins	109	1 min	76
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:21:34 2020	0.2 mi	276	2 mins	109	1 min	78
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:26:35 2020	0.2 mi	276	2 mins	109	1 min	78
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:31:35 2020	0.2 mi	276	2 mins	109	1 min	80
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:36:36 2020	0.2 mi	276	2 mins	109	1 min	83
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:41:36 2020	0.2 mi	276	2 mins	109	1 min	79
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:46:36 2020	0.2 mi	276	2 mins	109	1 min	80
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:51:37 2020	0.2 mi	276	2 mins	109	1 min	79
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 00:56:37 2020	0.2 mi	276	2 mins	109	1 min	79
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:01:38 2020	0.2 mi	276	2 mins	109	1 min	78
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:06:38 2020	0.2 mi	276	2 mins	109	1 min	79
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:11:38 2020	0.2 mi	276	2 mins	109	1 min	79
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:16:39 2020	0.2 mi	276	2 mins	109	1 min	79
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:21:39 2020	0.2 mi	276	2 mins	109	1 min	81
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:26:40 2020	0.2 mi	276	2 mins	109	1 min	76
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:31:40 2020	0.2 mi	276	2 mins	109	1 min	76
28.5461658	77.2023272	28.5439253	77.2011058	Sat Jun  6 01:36:40 2020	0.2 mi	276	2 mins	109	1 min	75
